Image_Path,Patient_Text,Severity_Label
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-pustular-generalized-53.jpg,"""I have had chronic Psoriasis for 25 years, since I was 9, all over my body, face and hands.  I tried Methotrexate when I was 22, and I was finally clear for the first time. 

I was on this medication for 12 years, with a small break to have my child. Unfortunately it just stopped working, my liver wasn&#039;t happy and my Psoriasis was coming back, BAD.

My only option was biologic therapy - Humira or Stelara. I had to undergo months of tests to qualify for funding. 

I finally had my first injection 7 weeks ago, and without exaggeration on the second day I felt my skin changing, relaxing. A week in and it had visably got better, thinner and less angry.
Now my skin is 90% clear, just some slight pinkness on my legs. And no side effects!
AMAZING!""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Planus-Hypertrophic-13.jpg,"""64 year old Male Chronic Plaque Psoriasis since age 12. Hospitalised many times. Previously tried everything including PUVA, UVB &amp; Tar, Dithranol, Topica Steroids, Topical Calcipitrol , Acetretin, Cyclosporin, Methotrexate, Fumaric Acid Esters, Infliximab (Remicade) and finally now Stelara.
All treatments with the exception of Acetretin and Cyclosporin have been effective to some degree up to full clearance but the relapse time was always short. Was on Remicade for 3.5 years which was very effective but lost its effect over the last 6 months. Have just had my 3rd set of injections (2 at a time) and am as clear as I have ever been in 52 years. Truly life changing. Paid for by NHS!""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosis-Vulva-30.jpg,"""I have been on Humira for over 4 months now with minimal results. I now have psoriasis in places I never had it before. So my Doctor just took me off Humira and I am now going to try Enbrel. Sometimes what works for one person does not work for everyone. I sure miss the Methotrexate, it was a great for 3 years, but cannot take it anymore due to it messing up my bone marrow, which is finally starting to go back to normal after 6 months. Good luck everyone.""",Severe
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Planus-Oral-47.jpg,"""I must be in the 10% who react to Dovonex. I have mild plaque psoriasis on my scalp and this cream made it so much worse! After one week of usage, my whole scalp was inflamed and scaly, as well as a nice ring around my face. Even my ears! The literature says this will happen in 10% of cases. Lucky me. I discontinued immediately.""",Severe
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-pustular-generalized-27.jpg,"""Did not phase my psoriasis in any way. It did manage to take my fingertips off the fingers I was using to apply it. I would have thought it was pretty strong based on that. But did nothing for my patches.""",Severe
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/pityriasis-rosea-196.jpg,"""I used the spray. It was very convienent, kept scales at a minimal level, helps with itching and burning of psoriasis. It did not get rid of the red patches. This medicine is a great management drug, but will not put you into remission.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Palmoplantar-Keratoderma-5.jpg,"""Been on Enbrel for 4 years. Was totally clear for 2 years when I got a kidney infection. Went off Enbrel for 8 weeks and had a couple of spots reappear on my calf. Back on 1 shot a week and it just will not clear up the calf again. Still worth it, but I thank the man upstairs for my insurance coverage.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Chronic-Plaque-12.jpg,"""Humira is a great suffered from birth (30 yrs) tried everything!!! Want to post pic but can&#039;t """,Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosis-Vulva-38.jpg,"""Hello everyone and warm thanks for all extremely helpful comments!
I received my second Stellar injection about one month ago, an phased out the cyclosporine one week ago. The skin is incredibly clear of spots (since 25 years it has not been this good), but as a change, an almost intolerable itching started. 

a) Would anyone have experience how to calm down the itching? 

Taking sodium bicarbonate with water seems to help a bit, but I am still scratching in my sleep.  I have allergies, and thought that maybe antihistamine could work.

Thanks in advance for any hints you may have!""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Penis-20.jpg,"""Ok!
I have a friend who had  a strong psoriasis all over his head and body everybody at work felt bad for him and offered him doctors ,
Medicine&#039;s, vitamins, light treatment,  for months but no changes, we all where so disappointed, after a little time we saw his forehead is getting better from day to day, and we where shocked from suddenly such good results, and than he told us that he started with humira shots ...
After seeing such results,  I decided to spread this good news for all the people who are suffering so much from psoriasis, (he didnt have side effects, male in the late 20s)""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Histology-5.jpg,"""Worked really well over just a few days.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Penis-2.jpg,"""I was diagnosed with psoriasis about 1.5 years ago at the age of 24. It was severe in my scalp, ears, elbows, hands, knees, legs and feet. I&#039;ve tried every single remedy out there. Every cream and ointment the derm prescribed. Finally; I stood my ground and needed a change; it was affecting my everyday life terribly. I&#039;ve been on the methotrexate 15mg and folic acid 1mg for about two months now and my elbows, hands, feet are clear, my elbows and scalp have decreased dramatically! I have absolutely no side effects which was my biggest fear! Life is good! It&#039;s amazing!""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-palms-soles-97.jpg,"""wow.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/lichen-planus-17.jpg,"""I have been using clobetasol for about 8 years. It works straight away if I get any psoriasis on my face.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Pityriasis-Lichenoides-1.jpg,"""Within 5 days the change in my skin was amazing.  No flaking, no scales.  The discoloration of my skin was minimal compared to what it was.  No adverse effects for me.  I have been on it for 5 weeks and now I do not use it daily.  I moisturize daily when I get out of the shower, and I use the gel about every 4 days.  Cup your elbow in your hand and that is how large my area was.  It still is, but is now soft and lightly pink.  I am going to a tanning booth to see if that helps as well.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosis-Vulva-10.jpg,"""Been on Enbrel for 4 years. Was totally clear for 2 years when I got a kidney infection. Went off Enbrel for 8 weeks and had a couple of spots reappear on my calf. Back on 1 shot a week and it just will not clear up the calf again. Still worth it, but I thank the man upstairs for my insurance coverage.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-pustular-generalized-64.jpg,"""I just started this a couple months ago and my skin is already so clear! It has never been this clear even when I was on embrel for years.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Planus-Hypertrophic-4.jpg,"""After applying for about 3 days, almost all of the spots on my torso and back were almost gone....huge relief after progressively worsening lesion size and feeling like a monster!  The psoriasis behind my ears is also GONE, and the skin smooth.  Almost seems miraculous - the skin looks practically normal, with no thinning or side effects so far.  
After reading the other reviews, would really like to try the scalp lotion too!  
It&#039;s been years and years since last going to a dermatologist or trying a medicated cream, and the return to NORMAL skin tone is delightful.  Especially with a wedding in 3 months! """,Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-palms-soles-98.jpg,"""I have had psoriasis for 17  years and have had many visits to the specialist. Although my psoriasis is not what they class as severe it effects my world in a severe way as it is on visual parts of my body that are difficult to hide (especially in summer). Elocon was the first ointment to take the red appearance from the psoriasis and also make some areas look normal again. It has lost its inflammatory appearance and is lessoning in size. I would highly recommend others to give it a go. """,Mild
